Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
38,"J Dörpinghaus, S Klante, M Christian, C Meigen…","From social networks to knowledge graphs: A plea for interdisciplinary approaches",2022,"Social Sciences & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2590291122000912","https://scholar.google.com/scholar?cites=17368941859469786833&as_sdt=2005&sciodt=2007&hl=en",1,"2026-07-07 10:25:49","HTML","","",,,,,,38,9.50,8,5,4,"… between data science, graph theory and social network analysis. This paper seeks to discuss … The contributions of this paper are (1) a knowledge graph model representation of a multi-…","https://www.sciencedirect.com/science/article/pii/S2590291122000912","https://scholar.google.com/scholar?q=related:0f4bupjgCvEJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
9,"A Akinnubi, M Alassad, R Amure, N Agarwal","KG-CFSA: a comprehensive approach for analyzing multi-source heterogeneous social network knowledge graph",2024,"Social Network Analysis and …","Springer","https://link.springer.com/article/10.1007/s13278-024-01320-y","https://scholar.google.com/scholar?cites=16833833784610757458&as_sdt=2005&sciodt=2007&hl=en",2,"2026-07-07 10:25:49","HTML","10.1007/s13278-024-01320-y","",,,,,,9,4.50,2,4,2,"… when developing such a multi-source knowledge graph model. We believe that this approach makes it easy to analyze and perform social network analysis on a multi-source social …","https://link.springer.com/article/10.1007/s13278-024-01320-y","https://scholar.google.com/scholar?q=related:UpuxO6PKnekJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
21,"Q Zhao, J Liu, N Sullivan, K Chang…","Anomaly detection of unstructured big data via semantic analysis and dynamic knowledge graph construction",2021,"… fusion, and target …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11756/117560N/Anomaly-detection-of-unstructured-big-data-via-semantic-analysis-and/10.1117/12.2589047.short","https://scholar.google.com/scholar?cites=6782085400927464295&as_sdt=2005&sciodt=2007&hl=en",3,"2026-07-07 10:25:49","","10.1117/12.2589047.short","",,,,,,21,4.20,4,5,5,"… (2) Historical social network analysis. The historical behavior of users in the designated … These tweets are used to construct a Social Knowledge Graph for social network analysis and …","https://www.researchgate.net/profile/Erik-Blasch/publication/350820832_Anomaly_detection_of_unstructured_big_data_via_semantic_analysis_and_dynamic_knowledge_graph_construction/links/684007b06a754f72b5905fc5/Anomaly-detection-of-unstructured-big-data-via-semantic-analysis-and-dynamic-knowledge-graph-construction.pdf","https://scholar.google.com/scholar?q=related:Z-ukNr3OHl4J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
23,"R Amure, N Agarwal","Modeling cross-platform narrative templates: a temporal knowledge graph approach",2025,"Social Network Analysis and Mining","Springer","https://link.springer.com/article/10.1007/s13278-025-01429-8","https://scholar.google.com/scholar?cites=12249067621930289661&as_sdt=2005&sciodt=2007&hl=en",4,"2026-07-07 10:25:49","HTML","10.1007/s13278-025-01429-8","",,,,,,23,23.00,12,2,1,"… This research proposes a framework that uses a temporal knowledge graph for cross-platform narrative analysis and leverages data mining to extract unique and important narrative …","https://link.springer.com/article/10.1007/s13278-025-01429-8","https://scholar.google.com/scholar?q=related:_cnkkhpu_akJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
6,"A Morales Tirado, J Carvalho, M Ratta…","Musical Meetups Knowledge Graph (MMKG): a collection of evidence for historical social network analysis",2024,"European Semantic …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-60635-9_7","https://scholar.google.com/scholar?cites=2377148764743515571&as_sdt=2005&sciodt=2007&hl=en",5,"2026-07-07 10:25:49","","10.1007/978-3-031-60635-9_7","",,,,,,6,3.00,2,4,2,"… Section 4 describes the hybrid knowledge graph generation pipeline. We evaluate the knowledge graph in Sect. 5 for its ability to answer key competency questions and via a survey …","https://oro.open.ac.uk/96738/1/2024_ESWC_MMKG.pdf","https://scholar.google.com/scholar?q=related:s73L9DRU_SAJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
32,"Y Shen, X Jiang, Z Li, Y Wang, C Xu, H Shen, X Cheng","UniSKGRep: A unified representation learning framework of social network and knowledge graph",2023,"Neural Networks","Elsevier","https://www.sciencedirect.com/science/article/pii/S0893608022004518","https://scholar.google.com/scholar?cites=12646439966927032291&as_sdt=2005&sciodt=2007&hl=en",6,"2026-07-07 10:25:49","","","",,,,,,32,10.67,5,7,3,"… social network (SN) with knowledge graph (KG), and jointly … a Unified Social Knowledge Graph Representation learning … KG are organized as the Social Knowledge Graph (SKG), a …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4169998","https://scholar.google.com/scholar?q=related:4w_9bSUuga8J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
17,"S Munir, RAS Malick, SI Jami, G Ahmed, S Khan…","An integrated approach: using knowledge graph and network analysis for harnessing digital advertisement",2023,"Multimedia Tools and …","Springer","https://link.springer.com/article/10.1007/s11042-021-11856-2","https://scholar.google.com/scholar?cites=9424393800523443871&as_sdt=2005&sciodt=2007&hl=en",7,"2026-07-07 10:25:49","","10.1007/s11042-021-11856-2","",,,,,,17,5.67,3,6,3,"… The proposed method in [29] uses the knowledge graph for mapping user interests. Authors claimed that the model uses different social network analysis approaches which were not …","https://www.academia.edu/download/79970598/Munir2022_Article_AnIntegratedApproachUsingKnowl.pdf","https://scholar.google.com/scholar?q=related:n-6XnzosyoIJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
5,"BC Molokwu, SB Shuvo, Z Kobti…","Social network analysis using knowledge-graph embeddings and convolution operations",2021,"2020 25th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9412799/","https://scholar.google.com/scholar?cites=7908198688027337485&as_sdt=2005&sciodt=2007&hl=en",8,"2026-07-07 10:25:49","","","",,,,,,5,1.00,1,4,5,"Link prediction and node classification in social networks remain open research problems with respect to Artificial Intelligence (AI). Innate representations about social network …","","https://scholar.google.com/scholar?q=related:DWMUrc6Qv20J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
3,"L Jiahui, Z Peiyao, Y Xiaoliang","Research Hotspots and Trends Analysis of Real-World Data Based on Social Network Analysis and Knowledge Graph",2021,"亚洲社会药学","ajsp.magtechjournal.com","http://ajsp.magtechjournal.com/EN/Y2021/V16/I3/272","https://scholar.google.com/scholar?cites=4075150212320978154&as_sdt=2005&sciodt=2007&hl=en",9,"2026-07-07 10:25:49","","","",,,,,,3,0.60,1,3,5,"… Through social network analysis and the visual knowledge graph, the hotspots and trends of the RWD research in the past ten years in China are comprehensively presented, …","http://ajsp.magtechjournal.com/CN/article/downloadArticleFile.do?attachType=PDF&id=628","https://scholar.google.com/scholar?q=related:6uS_64bXjTgJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"Z Liu, X Guo, Q Ren, Z Zhang","Social-Knowledge Big Graph Integrating Ontology and Social Network on the Perspective of “Knowledge Association”: A Case Study of Knowledge …",2026,"Knowledge Organization","imrpress.com","https://www.imrpress.com/journal/KO/53/2/10.31083/KO48375","",10,"2026-07-07 10:25:49","HTML","10.31083/KO48375","",,,,,,0,0.00,0,4,1,"… Traditional approaches, which rely on either ontological precision or social network analysis … into a practical, large-scale knowledge graph. To empirically validate the feasibility and …","https://www.imrpress.com/journal/KO/53/2/10.31083/KO48375","https://scholar.google.com/scholar?q=related:WLSRny5U3lMJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
3,"A Morales Tirado, J Carvalho…","Musical meetups: a knowledge graph approach for historical social network analysis",2023,"… : Semantic Methods for …","oro.open.ac.uk","https://oro.open.ac.uk/88720/","https://scholar.google.com/scholar?cites=14478914082170240724&as_sdt=2005&sciodt=2007&hl=en",11,"2026-07-07 10:25:49","","","",,,,,,3,1.00,1,3,3,"… Furthermore, we report on preliminary work undertaken to generate a Knowledge Graph of historical meetups extracted from encyclopedic sources, ie biographies collected from …","https://oro.open.ac.uk/88720/1/2023_SEMMES_Meetups-CR.pdf","https://scholar.google.com/scholar?q=related:1H4oKaVv78gJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"A Akinnubi, N Agarwal, M Alassad…","Knowledge Graph Embedding for Topical and Entity Classification in Multi-Source Social Network Data",2023,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3625007.3627315","https://scholar.google.com/scholar?cites=3796848024282776330&as_sdt=2005&sciodt=2007&hl=en",12,"2026-07-07 10:25:49","","10.1145/3625007.3627315","",,,,,,2,0.67,1,4,3,"… sources and knowledge graph embedding for social network analysis were considered. … used for knowledge graph embedding. We stored the constructed knowledge graph from the …","https://dl.acm.org/doi/pdf/10.1145/3625007.3627315","https://scholar.google.com/scholar?q=related:CsOEWSkdsTQJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"AS Akinnubi","Modeling Knowledge Graphs and Its Applicability in Multi-Source Social Network Data",2024,"","search.proquest.com","https://search.proquest.com/openview/fe30d97cbd42de56963ca88749549d49/1?pq-origsite=gscholar&cbl=18750&diss=y","",13,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,1,2,"… fields in which the knowledge graph is applicable. It … , social network analysis, and biomedical science have achieved using the knowledge graph or by developing a knowledge graph …","","https://scholar.google.com/scholar?q=related:GoCbsRPLqeoJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"V Kishore","Graph Neural Networks for Social Network Analysis and Knowledge Graph Completion",2025,"… Artificial Intelligence: From Foundations to Intelligent …","gsepublications.in","https://gsepublications.in/book/next-generation-artificial-intelligence-from-foundations-to-intelligent-applications/chapter/graph-neural-networks-for-social-network-analysis-and-knowledge-graph-completion","",14,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,1,1,"… lems: social network analysis and knowledge graph completion. Social network analysis … Knowledge graph completion, on the other hand, aims to automatically infer missing links or …","https://gsepublications.in/uploads/pdfs/1774108800_4340.pdf","https://scholar.google.com/scholar?q=related:ZXBY_0VG9gAJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
3,"Y Zhang, Y Wang, H Fan, J Li…","Worldwide covid-19 topic knowledge graph analysis from social media",2023,"2023 International Joint …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10191517/","https://scholar.google.com/scholar?cites=2206598137661019337&as_sdt=2005&sciodt=2007&hl=en",15,"2026-07-07 10:25:49","","","",,,,,,3,1.00,1,5,3,"… We use a topic knowledge graph to reveal the components … -19 tweets via the topic knowledge graph, gain insights into the … Hastak, “Social network analysis: Characteristics of online …","","https://scholar.google.com/scholar?q=related:ydRSrVBpnx4J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
1,"J Deng, C Chen, W Gong","Research on construction projects from a social network perspective: based on knowledge graph analysis",2021,"E3S Web of Conferences","e3s-conferences.org","https://www.e3s-conferences.org/articles/e3sconf/abs/2021/24/e3sconf_caes2021_03019/e3sconf_caes2021_03019.html","https://scholar.google.com/scholar?cites=3645371951632801919&as_sdt=2005&sciodt=2007&hl=en",16,"2026-07-07 10:25:49","","","",,,,,,1,0.20,0,3,5,"… Cluster 5 is ""safety network"", which uses social network analysis and visual safety network metrics to assess safety performance and ability to cope with risks. Cluster 3 and Cluster 6 …","https://www.e3s-conferences.org/articles/e3sconf/pdf/2021/24/e3sconf_caes2021_03019.pdf","https://scholar.google.com/scholar?q=related:f-A-23n2ljIJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
24,"J Vizcarra, K Kozaki, M Torres Ruiz…","Knowledge-based sentiment analysis and visualization on social networks",2021,"New Generation …","Springer","https://link.springer.com/article/10.1007/s00354-020-00103-1","https://scholar.google.com/scholar?cites=3308808711710568306&as_sdt=2005&sciodt=2007&hl=en",17,"2026-07-07 10:25:49","","10.1007/s00354-020-00103-1","",,,,,,24,4.80,6,4,5,"… This article describes in detail the knowledge graph construction, semantic calculation, the … Moreover, in the field of social network analysis, the work of Shuiguang Deng [6] proposed …","https://www.researchgate.net/profile/Miguel-Torres-Ruiz/publication/343981459_Knowledge-Based_Sentiment_Analysis_and_Visualization_on_Social_Networks/links/62965e06c660ab61f8553ef4/Knowledge-Based-Sentiment-Analysis-and-Visualization-on-Social-Networks.pdf","https://scholar.google.com/scholar?q=related:cu85E_4_6y0J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
3,"TM Nguyen, HW Chun, M Hwang, LN Kwon…","SocioPedia+: a visual analytics system for social knowledge graph-based event exploration",2023,"PeerJ Computer …","peerj.com","https://peerj.com/articles/cs-1277/","https://scholar.google.com/scholar?cites=6125322780980732834&as_sdt=2005&sciodt=2007&hl=en",18,"2026-07-07 10:25:49","HTML","","",,,,,,3,1.00,1,5,3,"… triples to create a knowledge graph in which each node represents a subject or an object and each edge represents the relationship between the two. This knowledge graph will show …","https://peerj.com/articles/cs-1277/","https://scholar.google.com/scholar?q=related:ouP2rp2EAVUJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
1,"G Wang","Enhancing Social Network Analysis Through NLP, Knowledge Graphs, and Deep Learning Technologies",2025,"","Auckland University of Technology","","https://scholar.google.com/scholar?cites=11896918712142869182&as_sdt=2005&sciodt=2007&hl=en",19,"2026-07-07 10:25:49","CITATION","","",,,,,,1,1.00,1,1,1,"","","https://scholar.google.com/scholar?q=related:vjL5PolYGqUJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"R Wang","Knowledge graph-enhanced heterogeneous graph neural network for scientific talent innovation potential identification",2026,"Scientific Reports","nature.com","https://www.nature.com/articles/s41598-026-54613-x","",20,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,1,1,"… This study addresses these challenges by proposing a knowledge graphenhanced graph neural network framework specifically designed for scientific talent innovation potential …","https://www.nature.com/articles/s41598-026-54613-x_reference.pdf","https://scholar.google.com/scholar?q=related:YsLQgKoWZpkJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
11,"H Van Pham, DN Tien","Hybrid louvain-clustering model using knowledge graph for improvement of clustering user's behavior on social networks",2021,"… International Conference on Intelligent Systems & …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-2094-2_16","https://scholar.google.com/scholar?cites=15323125261124117681&as_sdt=2005&sciodt=2007&hl=en",21,"2026-07-07 10:25:49","","10.1007/978-981-16-2094-2_16","",,,,,,11,2.20,6,2,5,"… social network analysis while clustering contents based on users’ behavior. The paper has presented the Hybrid Louvain-Clustering model using a knowledge graph … knowledge graph …","https://www.researchgate.net/profile/Nguyen-Dong-28/publication/351518950_Hybrid_Louvain-Clustering_Model_Using_Knowledge_Graph_for_Improvement_of_Clustering_User's_Behavior_on_Social_Networks/links/63a2af8551f6c723c6b6f8b7/Hybrid-Louvain-Clustering-Model-Using-Knowledge-Graph-for-Improvement-of-Clustering-Users-Behavior-on-Social-Networks.pdf","https://scholar.google.com/scholar?q=related:sSQeVj2tptQJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
51,"L Zheng, J Niu, M Long, Y Fan","An automatic knowledge graph construction approach to promoting collaborative knowledge building, group performance, social interaction and socially shared …",2023,"British Journal of Educational …","Wiley Online Library","https://bera-journals.onlinelibrary.wiley.com/doi/abs/10.1111/bjet.13283","https://scholar.google.com/scholar?cites=14968324633974163361&as_sdt=2005&sciodt=2007&hl=en",22,"2026-07-07 10:25:49","","10.1111/bjet.13283","",,,,,,51,17.00,13,4,3,"… To address this research gap, this study proposes an automatic knowledge graph … and unactivated knowledge graph (AAUKG) condition, the automated activated knowledge graph (…","https://bera-journals.onlinelibrary.wiley.com/doi/pdf/10.1111/bjet.13283","https://scholar.google.com/scholar?q=related:oUfC8vIrus8J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
1,"G Chen, Y Chen","A Visual Analysis Based on Knowledge Graph",2024,"Proceedings of the 2022 2nd International …","books.google.com","https://books.google.com/books?hl=en&lr=&id=hqSiEAAAQBAJ&oi=fnd&pg=PA164&dq=%22social+network+analysis%22+%22knowledge+graph%22&ots=cehnWhUgfY&sig=M-FfafRsLKsobHODoSHKBIy1yQg","https://scholar.google.com/scholar?cites=974785100689278931&as_sdt=2005&sciodt=2007&hl=en",23,"2026-07-07 10:25:49","","","",,,,,,1,0.50,1,2,2,"… After the acquisition of 3032 article data samples, the knowledge graph method is employed … software integrates cluster analysis, social network analysis, multi-dimensional scale …","https://www.atlantis-press.com/article/125978911.pdf","https://scholar.google.com/scholar?q=related:04ftauIhhw0J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
3,"J Wei, T Zhang","A novel method to identify potential collaborators with a patent-based knowledge graph",2025,"The Journal of Technology Transfer","Springer","https://link.springer.com/article/10.1007/s10961-025-10258-y","https://scholar.google.com/scholar?cites=818142020825508002&as_sdt=2005&sciodt=2007&hl=en",24,"2026-07-07 10:25:49","","10.1007/s10961-025-10258-y","",,,,,,3,3.00,2,2,1,"… innovation collaboration network (knowledge graph) help innovative … of social network analysis in analyzing a single relationship, our study adopts an advanced knowledge graph …","","https://scholar.google.com/scholar?q=related:ougfT9WfWgsJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
1,"X Wang, M Li, W Chen, Y Yao, Z Li, Y Liu…","Review and Application of Knowledge Graph in Crisis Management",2024,"International Journal of …","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/S0218194023300038","https://scholar.google.com/scholar?cites=15726872710920450310&as_sdt=2005&sciodt=2007&hl=en",25,"2026-07-07 10:25:49","","10.1142/S0218194023300038","",,,,,,1,0.50,0,7,2,"… It is commonly applied for exploratory data analysis, link analysis, social network analysis, and biological network analysis. Several previous crisis analysis studies have demonstrated …","","https://scholar.google.com/scholar?q=related:BrEy8mcTQdoJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
25,"QM Tran, HD Nguyen, T Huynh, KV Nguyen…","Measuring the influence and amplification of users on social network with unsupervised behaviors learning and efficient interaction-based knowledge graph",2022,"Journal of Combinatorial …","Springer","https://link.springer.com/article/10.1007/s10878-021-00815-0","https://scholar.google.com/scholar?cites=16911882674721648028&as_sdt=2005&sciodt=2007&hl=en",26,"2026-07-07 10:25:49","","10.1007/s10878-021-00815-0","",,,,,,25,6.25,5,5,4,"… Besides, similar to many conventional Social Network Analysis approaches, they do not pay attention to node’s attributes itself. Despite locally sampling node’s feature with nearby …","","https://scholar.google.com/scholar?q=related:nO3djbATs-oJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"Z Liang, Y Lian, C Ding, Y Yang","Uncovering Hidden Social Connections in Lawsuit Activities by Learning Over Knowledge Graph",2025,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/11196984/","",27,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,4,1,"… This work constructs a comprehensive knowledge graph (KG) from judicial decisions and … future research in legal analytics and social network analysis (SNA) within the legal domain. …","","https://scholar.google.com/scholar?q=related:dwzQpxnoYJAJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
3,"I Blin, L Stork, L Spillner, C Santagiustina","OKG: a knowledge graph for fine-grained understanding of social media discourse on inequality",2023,"Proceedings of the 12th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3587259.3627557","https://scholar.google.com/scholar?cites=9457634185297123410&as_sdt=2005&sciodt=2007&hl=en",28,"2026-07-07 10:25:49","","10.1145/3587259.3627557","",,,,,,3,1.00,1,4,3,"… work introduces the Observatory Knowledge Graph (OKG), a knowledge graph in terms of the … (2) the Observatory Knowledge Graph (OKG), which integrates a Twitter corpus with the …","https://dl.acm.org/doi/pdf/10.1145/3587259.3627557","https://scholar.google.com/scholar?q=related:Utg5zi5EQIMJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
1,"S Xiao","Analysis of English learning community interaction patterns in social networks based on knowledge graphs",2025,"International Journal of Information and …","inderscienceonline.com","https://www.inderscienceonline.com/doi/abs/10.1504/IJICT.2025.144462","https://scholar.google.com/scholar?cites=14933771600905187793&as_sdt=2005&sciodt=2007&hl=en",29,"2026-07-07 10:25:49","","10.1504/IJICT.2025.144462","",,,,,,1,1.00,1,1,1,"… Analysing interaction patterns in English learning communities using knowledge graph approaches and social network analysis (SNA) tools is the main aim of this work. This work …","https://www.inderscienceonline.com/doi/pdf/10.1504/IJICT.2025.144462","https://scholar.google.com/scholar?q=related:0THFBCZqP88J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
22,"F Gao, Q He, X Wang, L Qiu…","An efficient rumor suppression approach with knowledge graph convolutional network in social network",2024,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10506844/","https://scholar.google.com/scholar?cites=1136023333476475052&as_sdt=2005&sciodt=2007&hl=en",30,"2026-07-07 10:25:49","","","",,,,,,22,11.00,4,5,2,"… This complexity in social relationships among social network users has sparked increased research into social network analysis. The emergence of online rumors often follows the …","","https://scholar.google.com/scholar?q=related:rKBr8DP3ww8J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"A Ceni, A Kika","From social interaction graphs to knowledge graphs: enabling GraphRAG for LLM-based analysis of online conversations",2026,"Innovations in Publishing, Printing and …","ojs.kaunokolegija.lt","https://ojs.kaunokolegija.lt/index.php/TMPK/article/view/793","",31,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,2,1,"… , and quotes, allow the knowledge graph to preserve the intent and context of user actions. This is an important aspect in social network analysis because different interaction types …","https://ojs.kaunokolegija.lt/index.php/TMPK/article/view/793/818","https://scholar.google.com/scholar?q=related:1eK8PKHfdoQJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
54,"Z Zhou, Y Liu, J Ding, D Jin, Y Li","Hierarchical knowledge graph learning enabled socioeconomic indicator prediction in location-based social network",2023,"… of the ACM web conference 2023","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3543507.3583239","https://scholar.google.com/scholar?cites=3732243346323558143&as_sdt=2005&sciodt=2007&hl=en",32,"2026-07-07 10:25:49","","10.1145/3543507.3583239","",,,,,,54,18.00,11,5,3,"… On the other hand, knowledge graph (KG), which distils semantic knowledge from multi-source data, has been popular in recent LBSN research, which inspires us to introduce KG for …","https://dl.acm.org/doi/pdf/10.1145/3543507.3583239","https://scholar.google.com/scholar?q=related:_07umIyXyzMJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
3,"S Munir, RAS Malick, S Ferretti","A network analysis-driven framework for factual explainability of knowledge graphs",2024,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10440345/","https://scholar.google.com/scholar?cites=12398769741540580804&as_sdt=2005&sciodt=2007&hl=en",33,"2026-07-07 10:25:49","","","",,,,,,3,1.50,1,3,2,"… that utilizes factual reasoning for exploiting the Knowledge Graph (KG) based representation(… and modeling, complex and social network analysis, machine learning, and deep learning. …","https://ieeexplore.ieee.org/iel7/6287639/6514899/10440345.pdf","https://scholar.google.com/scholar?q=related:xF1jcGNHEawJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
10,"L Zhang, S Jiang, K Huang, Y Xiao…","Knowledge graph-based network analysis on the elements of autonomous transportation system",2021,"2021 IEEE 21st …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9742067/","https://scholar.google.com/scholar?cites=11656429828091455345&as_sdt=2005&sciodt=2007&hl=en",34,"2026-07-07 10:25:49","","","",,,,,,10,2.00,2,5,5,"… 2) CentralityAnalysis and Related Indicators Centrality analysis is a quantitative analysis method commonly used in Social Network Analysis (SNA) [14], which measures the importance …","","https://scholar.google.com/scholar?q=related:caeolCv1w6EJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
26,"Z Yongjun, W Fei, LI Yansheng, O Song…","Remote sensing knowledge graph construction and its application in typical scenarios",2023,"National Remote …","ygxb.ac.cn","https://www.ygxb.ac.cn/en/article/doi/10.11834/jrs.20210469/","https://scholar.google.com/scholar?cites=14629323863017466269&as_sdt=2005&sciodt=2007&hl=en",35,"2026-07-07 10:25:49","HTML","10.11834/jrs.20210469","",,,,,,26,8.67,5,5,3,"… A Knowledge Graph (KG) describes the concepts and their relationships in the physical world in symbolic form. It has strong knowledge modeling and reasoning capabilities and has …","https://www.ygxb.ac.cn/en/article/doi/10.11834/jrs.20210469/","https://scholar.google.com/scholar?q=related:nSlNP4vMBcsJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
